serie,code_amc,ano,value
PIBI,8061,2002,714.8914373502
PIBI,8061,2003,327.0567335141
PIBI,8061,2004,496.7771238465
PIBI,8061,2005,625.2742678957
PIBI,8061,2006,981.4094647795
PIBI,8061,2007,896.354788297
PIBI,8061,2008,1071.8297519065
PIBI,8061,2009,1272.8899920644271
PIBI,8061,2010,1261
PIBI,8061,2011,1296.1763730862617
PIBI,8061,2012,1164.0191453120638
PIBI,8061,2013,1210.0527639195209
PIBI,8061,2014,1132.3392823823106
PIBI,8061,2015,1305.7481296268663
PIBI,8061,2016,1067.6684516963578
PIBI,8061,2017,1190.1809679382377
PIBI,8061,2018,1423.0175308351418
PIBI,8061,2019,1673.24622797512
PIBI,8061,2020,1583.6664151477403
PIBI,8061,2021,1392.9529511119804
PIBI,8062,1970,282.1206274129
PIBI,8062,1975,619.4922189792
PIBI,8062,1980,941.749797444
PIBI,8062,1985,1444.2438122482
PIBI,8062,1996,41.9207414082
PIBI,8062,1999,2052.2899449182
PIBI,8062,2000,2172.121629726
PIBI,8062,2001,2071.7927722113
PIBI,8062,2002,692.1134853644
PIBI,8062,2003,471.8916958368
PIBI,8062,2004,569.0872844705
PIBI,8062,2005,684.1188893304
PIBI,8062,2006,889.0921844635
PIBI,8062,2007,1535.3862949378
PIBI,8062,2008,903.2426017744
PIBI,8062,2009,1196.9936552292397
PIBI,8062,2010,1135
PIBI,8062,2011,1135.5391302678788
PIBI,8062,2012,1063.9528411228562
PIBI,8062,2013,1081.9669683961529
PIBI,8062,2014,1034.2278005863188
PIBI,8062,2015,999.1990676819034
PIBI,8062,2016,1068.9372199099007
PIBI,8062,2017,1131.4368173356306
PIBI,8062,2018,1175.3070717638393
PIBI,8062,2019,2381.201314358146
PIBI,8062,2020,2643.8416327524756
PIBI,8062,2021,1389.2184927980072
PIBI,8063,1970,150.4755268648
PIBI,8063,1975,366.0478443253
PIBI,8063,1980,702.1057082255
PIBI,8063,1985,232.4502861668
PIBI,8063,1996,38.9298820103
PIBI,8063,1999,1073.3601953635
PIBI,8063,2000,1076.1427038028
