NC,NN,MN,V,D1C,D1N,D2N,D3N,D4N
6,Município,Toneladas,NA,2100154,Água Doce do Maranhão - MA,1974,Quantidade produzida,Total
6,Município,Mil Cruzeiros,NA,2100154,Água Doce do Maranhão - MA,1974,Valor da produção,Total
6,Município,,NA,2100154,Água Doce do Maranhão - MA,1975,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2100154,Água Doce do Maranhão - MA,1975,Quantidade produzida,Total
6,Município,Mil Cruzeiros,NA,2100154,Água Doce do Maranhão - MA,1975,Valor da produção,Total
6,Município,,NA,2100154,Água Doce do Maranhão - MA,1976,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2100154,Água Doce do Maranhão - MA,1976,Quantidade produzida,Total
6,Município,Mil Cruzeiros,NA,2100154,Água Doce do Maranhão - MA,1976,Valor da produção,Total
6,Município,,NA,2100154,Água Doce do Maranhão - MA,1977,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2100154,Água Doce do Maranhão - MA,1977,Quantidade produzida,Total
6,Município,Mil Cruzeiros,NA,2100154,Água Doce do Maranhão - MA,1977,Valor da produção,Total
6,Município,,NA,2100154,Água Doce do Maranhão - MA,1978,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2100154,Água Doce do Maranhão - MA,1978,Quantidade produzida,Total
6,Município,Mil Cruzeiros,NA,2100154,Água Doce do Maranhão - MA,1978,Valor da produção,Total
6,Município,,NA,2100154,Água Doce do Maranhão - MA,1979,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2100154,Água Doce do Maranhão - MA,1979,Quantidade produzida,Total
6,Município,Mil Cruzeiros,NA,2100154,Água Doce do Maranhão - MA,1979,Valor da produção,Total
6,Município,,NA,2100154,Água Doce do Maranhão - MA,1980,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2100154,Água Doce do Maranhão - MA,1980,Quantidade produzida,Total
6,Município,Mil Cruzeiros,NA,2100154,Água Doce do Maranhão - MA,1980,Valor da produção,Total
6,Município,,NA,2100154,Água Doce do Maranhão - MA,1981,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2100154,Água Doce do Maranhão - MA,1981,Quantidade produzida,Total
6,Município,Mil Cruzeiros,NA,2100154,Água Doce do Maranhão - MA,1981,Valor da produção,Total
6,Município,,NA,2100154,Água Doce do Maranhão - MA,1982,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2100154,Água Doce do Maranhão - MA,1982,Quantidade produzida,Total
6,Município,Mil Cruzeiros,NA,2100154,Água Doce do Maranhão - MA,1982,Valor da produção,Total
6,Município,,NA,2100154,Água Doce do Maranhão - MA,1983,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2100154,Água Doce do Maranhão - MA,1983,Quantidade produzida,Total
6,Município,Mil Cruzeiros,NA,2100154,Água Doce do Maranhão - MA,1983,Valor da produção,Total
6,Município,,NA,2100154,Água Doce do Maranhão - MA,1984,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2100154,Água Doce do Maranhão - MA,1984,Quantidade produzida,Total
6,Município,Mil Cruzeiros,NA,2100154,Água Doce do Maranhão - MA,1984,Valor da produção,Total
6,Município,,NA,2100154,Água Doce do Maranhão - MA,1985,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2100154,Água Doce do Maranhão - MA,1985,Quantidade produzida,Total
6,Município,Mil Cruzeiros,NA,2100154,Água Doce do Maranhão - MA,1985,Valor da produção,Total
6,Município,,NA,2100154,Água Doce do Maranhão - MA,1986,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2100154,Água Doce do Maranhão - MA,1986,Quantidade produzida,Total
6,Município,Mil Cruzados,NA,2100154,Água Doce do Maranhão - MA,1986,Valor da produção,Total
6,Município,,NA,2100154,Água Doce do Maranhão - MA,1987,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2100154,Água Doce do Maranhão - MA,1987,Quantidade produzida,Total
6,Município,Mil Cruzados,NA,2100154,Água Doce do Maranhão - MA,1987,Valor da produção,Total
6,Município,Hectares,NA,2100154,Água Doce do Maranhão - MA,1988,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2100154,Água Doce do Maranhão - MA,1988,Quantidade produzida,Total
6,Município,Mil Cruzados,NA,2100154,Água Doce do Maranhão - MA,1988,Valor da produção,Total
6,Município,Hectares,NA,2100154,Água Doce do Maranhão - MA,1989,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2100154,Água Doce do Maranhão - MA,1989,Quantidade produzida,Total
6,Município,Mil Cruzados Novos,NA,2100154,Água Doce do Maranhão - MA,1989,Valor da produção,Total
6,Município,Hectares,NA,2100154,Água Doce do Maranhão - MA,1990,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2100154,Água Doce do Maranhão - MA,1990,Quantidade produzida,Total
6,Município,Mil Cruzeiros,NA,2100154,Água Doce do Maranhão - MA,1990,Valor da produção,Total
6,Município,Hectares,NA,2100154,Água Doce do Maranhão - MA,1991,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2100154,Água Doce do Maranhão - MA,1991,Quantidade produzida,Total
6,Município,Mil Cruzeiros,NA,2100154,Água Doce do Maranhão - MA,1991,Valor da produção,Total
6,Município,Hectares,NA,2100154,Água Doce do Maranhão - MA,1992,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2100154,Água Doce do Maranhão - MA,1992,Quantidade produzida,Total
6,Município,Mil Cruzeiros,NA,2100154,Água Doce do Maranhão - MA,1992,Valor da produção,Total
6,Município,Hectares,NA,2100154,Água Doce do Maranhão - MA,1993,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2100154,Água Doce do Maranhão - MA,1993,Quantidade produzida,Total
6,Município,Mil Cruzeiros Reais,NA,2100154,Água Doce do Maranhão - MA,1993,Valor da produção,Total
6,Município,Hectares,NA,2100154,Água Doce do Maranhão - MA,1994,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2100154,Água Doce do Maranhão - MA,1994,Quantidade produzida,Total
6,Município,Mil Reais,NA,2100154,Água Doce do Maranhão - MA,1994,Valor da produção,Total
6,Município,Hectares,NA,2100154,Água Doce do Maranhão - MA,1995,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2100154,Água Doce do Maranhão - MA,1995,Quantidade produzida,Total
6,Município,Mil Reais,NA,2100154,Água Doce do Maranhão - MA,1995,Valor da produção,Total
6,Município,Hectares,NA,2100154,Água Doce do Maranhão - MA,1996,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2100154,Água Doce do Maranhão - MA,1996,Quantidade produzida,Total
6,Município,Mil Reais,NA,2100154,Água Doce do Maranhão - MA,1996,Valor da produção,Total
6,Município,Hectares,2428,2100154,Água Doce do Maranhão - MA,1997,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2100154,Água Doce do Maranhão - MA,1997,Quantidade produzida,Total
6,Município,Mil Reais,889,2100154,Água Doce do Maranhão - MA,1997,Valor da produção,Total
6,Município,Hectares,2445,2100154,Água Doce do Maranhão - MA,1998,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2100154,Água Doce do Maranhão - MA,1998,Quantidade produzida,Total
6,Município,Mil Reais,924,2100154,Água Doce do Maranhão - MA,1998,Valor da produção,Total
6,Município,Hectares,2581,2100154,Água Doce do Maranhão - MA,1999,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2100154,Água Doce do Maranhão - MA,1999,Quantidade produzida,Total
6,Município,Mil Reais,766,2100154,Água Doce do Maranhão - MA,1999,Valor da produção,Total
6,Município,Hectares,2631,2100154,Água Doce do Maranhão - MA,2000,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2100154,Água Doce do Maranhão - MA,2000,Quantidade produzida,Total
6,Município,Mil Reais,829,2100154,Água Doce do Maranhão - MA,2000,Valor da produção,Total
6,Município,Hectares,2651,2100154,Água Doce do Maranhão - MA,2001,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2100154,Água Doce do Maranhão - MA,2001,Quantidade produzida,Total
6,Município,Mil Reais,1054,2100154,Água Doce do Maranhão - MA,2001,Valor da produção,Total
6,Município,Hectares,2683,2100154,Água Doce do Maranhão - MA,2002,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2100154,Água Doce do Maranhão - MA,2002,Quantidade produzida,Total
6,Município,Mil Reais,1218,2100154,Água Doce do Maranhão - MA,2002,Valor da produção,Total
6,Município,Hectares,2710,2100154,Água Doce do Maranhão - MA,2003,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2100154,Água Doce do Maranhão - MA,2003,Quantidade produzida,Total
6,Município,Mil Reais,1687,2100154,Água Doce do Maranhão - MA,2003,Valor da produção,Total
6,Município,Hectares,2769,2100154,Água Doce do Maranhão - MA,2004,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2100154,Água Doce do Maranhão - MA,2004,Quantidade produzida,Total
6,Município,Mil Reais,1906,2100154,Água Doce do Maranhão - MA,2004,Valor da produção,Total
6,Município,Hectares,2893,2100154,Água Doce do Maranhão - MA,2005,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2100154,Água Doce do Maranhão - MA,2005,Quantidade produzida,Total
6,Município,Mil Reais,1931,2100154,Água Doce do Maranhão - MA,2005,Valor da produção,Total
6,Município,Hectares,3207,2100154,Água Doce do Maranhão - MA,2006,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2100154,Água Doce do Maranhão - MA,2006,Quantidade produzida,Total
6,Município,Mil Reais,1247,2100154,Água Doce do Maranhão - MA,2006,Valor da produção,Total
6,Município,Hectares,3351,2100154,Água Doce do Maranhão - MA,2007,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2100154,Água Doce do Maranhão - MA,2007,Quantidade produzida,Total
6,Município,Mil Reais,1228,2100154,Água Doce do Maranhão - MA,2007,Valor da produção,Total
6,Município,Hectares,3507,2100154,Água Doce do Maranhão - MA,2008,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2100154,Água Doce do Maranhão - MA,2008,Quantidade produzida,Total
6,Município,Mil Reais,3151,2100154,Água Doce do Maranhão - MA,2008,Valor da produção,Total
6,Município,Hectares,3672,2100154,Água Doce do Maranhão - MA,2009,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2100154,Água Doce do Maranhão - MA,2009,Quantidade produzida,Total
6,Município,Mil Reais,3545,2100154,Água Doce do Maranhão - MA,2009,Valor da produção,Total
6,Município,Hectares,3866,2100154,Água Doce do Maranhão - MA,2010,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2100154,Água Doce do Maranhão - MA,2010,Quantidade produzida,Total
6,Município,Mil Reais,4083,2100154,Água Doce do Maranhão - MA,2010,Valor da produção,Total
6,Município,Hectares,3866,2100154,Água Doce do Maranhão - MA,2011,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2100154,Água Doce do Maranhão - MA,2011,Quantidade produzida,Total
6,Município,Mil Reais,3835,2100154,Água Doce do Maranhão - MA,2011,Valor da produção,Total
6,Município,Hectares,2745,2100154,Água Doce do Maranhão - MA,2012,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2100154,Água Doce do Maranhão - MA,2012,Quantidade produzida,Total
6,Município,Mil Reais,2482,2100154,Água Doce do Maranhão - MA,2012,Valor da produção,Total
6,Município,Hectares,4209,2100154,Água Doce do Maranhão - MA,2013,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2100154,Água Doce do Maranhão - MA,2013,Quantidade produzida,Total
6,Município,Mil Reais,5210,2100154,Água Doce do Maranhão - MA,2013,Valor da produção,Total
6,Município,Hectares,4117,2100154,Água Doce do Maranhão - MA,2014,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2100154,Água Doce do Maranhão - MA,2014,Quantidade produzida,Total
6,Município,Mil Reais,3913,2100154,Água Doce do Maranhão - MA,2014,Valor da produção,Total
6,Município,Hectares,2976,2100154,Água Doce do Maranhão - MA,2015,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2100154,Água Doce do Maranhão - MA,2015,Quantidade produzida,Total
6,Município,Mil Reais,2747,2100154,Água Doce do Maranhão - MA,2015,Valor da produção,Total
6,Município,Hectares,2479,2100154,Água Doce do Maranhão - MA,2016,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2100154,Água Doce do Maranhão - MA,2016,Quantidade produzida,Total
6,Município,Mil Reais,3004,2100154,Água Doce do Maranhão - MA,2016,Valor da produção,Total
6,Município,Hectares,2113,2100154,Água Doce do Maranhão - MA,2017,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2100154,Água Doce do Maranhão - MA,2017,Quantidade produzida,Total
6,Município,Mil Reais,2423,2100154,Água Doce do Maranhão - MA,2017,Valor da produção,Total
6,Município,Hectares,1449,2100154,Água Doce do Maranhão - MA,2018,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2100154,Água Doce do Maranhão - MA,2018,Quantidade produzida,Total
6,Município,Mil Reais,1716,2100154,Água Doce do Maranhão - MA,2018,Valor da produção,Total
6,Município,Hectares,1089,2100154,Água Doce do Maranhão - MA,2019,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2100154,Água Doce do Maranhão - MA,2019,Quantidade produzida,Total
6,Município,Mil Reais,1205,2100154,Água Doce do Maranhão - MA,2019,Valor da produção,Total
6,Município,Hectares,1038,2100154,Água Doce do Maranhão - MA,2020,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2100154,Água Doce do Maranhão - MA,2020,Quantidade produzida,Total
6,Município,Mil Reais,1277,2100154,Água Doce do Maranhão - MA,2020,Valor da produção,Total
6,Município,Hectares,1014,2100154,Água Doce do Maranhão - MA,2021,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2100154,Água Doce do Maranhão - MA,2021,Quantidade produzida,Total
6,Município,Mil Reais,2033,2100154,Água Doce do Maranhão - MA,2021,Valor da produção,Total
6,Município,Hectares,985,2100154,Água Doce do Maranhão - MA,2022,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2100154,Água Doce do Maranhão - MA,2022,Quantidade produzida,Total
6,Município,Mil Reais,2815,2100154,Água Doce do Maranhão - MA,2022,Valor da produção,Total
6,Município,Hectares,969,2100154,Água Doce do Maranhão - MA,2023,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2100154,Água Doce do Maranhão - MA,2023,Quantidade produzida,Total
6,Município,Mil Reais,3065,2100154,Água Doce do Maranhão - MA,2023,Valor da produção,Total
6,Município,Hectares,979,2100154,Água Doce do Maranhão - MA,2024,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2100154,Água Doce do Maranhão - MA,2024,Quantidade produzida,Total
6,Município,Mil Reais,3213,2100154,Água Doce do Maranhão - MA,2024,Valor da produção,Total
6,Município,,NA,2100204,Alcântara - MA,1974,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2100204,Alcântara - MA,1974,Quantidade produzida,Total
6,Município,Mil Cruzeiros,3771,2100204,Alcântara - MA,1974,Valor da produção,Total
6,Município,,NA,2100204,Alcântara - MA,1975,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2100204,Alcântara - MA,1975,Quantidade produzida,Total
6,Município,Mil Cruzeiros,8456,2100204,Alcântara - MA,1975,Valor da produção,Total
6,Município,,NA,2100204,Alcântara - MA,1976,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2100204,Alcântara - MA,1976,Quantidade produzida,Total
6,Município,Mil Cruzeiros,12346,2100204,Alcântara - MA,1976,Valor da produção,Total
6,Município,,NA,2100204,Alcântara - MA,1977,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2100204,Alcântara - MA,1977,Quantidade produzida,Total
6,Município,Mil Cruzeiros,12472,2100204,Alcântara - MA,1977,Valor da produção,Total
6,Município,,NA,2100204,Alcântara - MA,1978,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2100204,Alcântara - MA,1978,Quantidade produzida,Total
6,Município,Mil Cruzeiros,13877,2100204,Alcântara - MA,1978,Valor da produção,Total
6,Município,,NA,2100204,Alcântara - MA,1979,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2100204,Alcântara - MA,1979,Quantidade produzida,Total
6,Município,Mil Cruzeiros,21855,2100204,Alcântara - MA,1979,Valor da produção,Total
6,Município,,NA,2100204,Alcântara - MA,1980,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2100204,Alcântara - MA,1980,Quantidade produzida,Total
