serie,code_muni,ano,value
PIB,2102374,2009,29296.4468175702
PIB,2102374,2010,27621.062
PIB,2102408,1920,1708.9596859249
PIB,2102408,1939,5515.150725959
PIB,2102408,1949,2179.2343223581
PIB,2102408,1959,3949.8700317169
PIB,2102408,1970,10006.9054609882
PIB,2102408,1975,16284.6953320641
PIB,2102408,1980,32207.4279167272
PIB,2102408,1985,29530.4496299916
PIB,2102408,1996,22696.9439382066
PIB,2102408,1999,20149.6929717873
PIB,2102408,2000,21333.9618618856
PIB,2102408,2001,23884.7392051906
PIB,2102408,2002,23723.9588966237
PIB,2102408,2003,22965.0850427415
PIB,2102408,2004,25734.5978627742
PIB,2102408,2005,24294.2570644216
PIB,2102408,2006,25370.755797719
PIB,2102408,2007,28530.4438869251
PIB,2102408,2008,29302.9070905369
PIB,2102408,2009,24731.5011720771
PIB,2102408,2010,28898.684
PIB,2102507,1949,2623.3454508016
PIB,2102507,1959,2027.707377748
PIB,2102507,1970,12674.975927301
PIB,2102507,1975,25255.5272177977
PIB,2102507,1980,46241.6754544088
PIB,2102507,1985,28082.3989598006
PIB,2102507,1996,22509.2136760758
PIB,2102507,1999,39479.4216604816
PIB,2102507,2000,37993.6749868343
PIB,2102507,2001,41715.2430544144
PIB,2102507,2002,41340.7632174559
PIB,2102507,2003,40099.9509225324
PIB,2102507,2004,46636.8037944935
PIB,2102507,2005,46593.9318923932
PIB,2102507,2006,50944.6879287753
PIB,2102507,2007,61665.5025417799
PIB,2102507,2008,63612.7616684114
PIB,2102507,2009,52823.8450161234
PIB,2102507,2010,70696.226
PIB,2102556,1999,63758.2473916177
PIB,2102556,2000,92735.0788564699
PIB,2102556,2001,136969.668472549
PIB,2102556,2002,88231.6147540972
PIB,2102556,2003,77814.9837699425
PIB,2102556,2004,70233.4282023527
PIB,2102556,2005,117389.484694204
PIB,2102556,2006,106252.767963115
PIB,2102556,2007,92307.6540997625
