ano_tratamento,subamostra,outcome_var,variavel_endogena,variavel_instrumento,coeficiente,erro_padrao,t_estatistica,p_valor,F_stat_1estagio,n_observacoes,significancia,coeficiente_sig
1908,Nao_Semiarido_Dummy0,fabeofi,densidade_buffer_real_1908,densidade_buffer_sintetica_1908,-34.65570937045925,17.002751115921473,-2.0382412901408316,0.04232032894561609,39.74877956601318,350,**,-34.6557**
1910,Nao_Semiarido_Dummy0,fabeofi,densidade_buffer_real_1910,densidade_buffer_sintetica_1910,-35.9367971055543,17.77034968037892,-2.0222898115074126,0.0439527813107726,34.99275307536471,349,**,-35.9368**
1911,Nao_Semiarido_Dummy0,fabeofi,densidade_buffer_real_1911,densidade_buffer_sintetica_1911,-31.493822384403778,16.48048214259439,-1.9109770037010554,0.05688170583832763,33.799920563610755,346,*,-31.4938*
1912,Nao_Semiarido_Dummy0,fabeofi,densidade_buffer_real_1912,densidade_buffer_sintetica_1912,-37.341259802959236,19.451076585738114,-1.9197528547257139,0.055756302791043384,27.833639946550004,347,*,-37.3413*
1913,Nao_Semiarido_Dummy0,fabeofi,densidade_buffer_real_1913,densidade_buffer_sintetica_1913,-42.22411880831426,20.708862890605808,-2.0389395125827234,0.04226485560917385,23.860240025856225,344,**,-42.2241**
1914,Nao_Semiarido_Dummy0,fabeofi,densidade_buffer_real_1914,densidade_buffer_sintetica_1914,-44.206437100680105,22.15819773293778,-1.9950375763173192,0.04687346173981751,19.24187405408067,344,**,-44.2064**
1915,Nao_Semiarido_Dummy0,fabeofi,densidade_buffer_real_1915,densidade_buffer_sintetica_1915,-42.96003747842846,20.557034677264095,-2.0897973931007616,0.03741546867118117,17.857677415422952,343,**,-42.9600**
1916,Nao_Semiarido_Dummy0,fabeofi,densidade_buffer_real_1916,densidade_buffer_sintetica_1916,-40.597911764919985,17.569295480689153,-2.3107307751493025,0.0214772610867313,23.567943083455596,342,**,-40.5979**
1917,Nao_Semiarido_Dummy0,fabeofi,densidade_buffer_real_1917,densidade_buffer_sintetica_1917,-40.597911764919985,17.569295480689153,-2.3107307751493025,0.0214772610867313,23.567943083455596,342,**,-40.5979**
1918,Nao_Semiarido_Dummy0,fabeofi,densidade_buffer_real_1918,densidade_buffer_sintetica_1918,-40.597911764919985,17.569295480689153,-2.3107307751493025,0.0214772610867313,23.567943083455596,342,**,-40.5979**
1919,Nao_Semiarido_Dummy0,fabeofi,densidade_buffer_real_1919,densidade_buffer_sintetica_1919,-32.18285695857459,19.630808172529996,-1.6394056055017168,0.10210843959890252,22.214247909053928,340,,-32.1829
1920,Nao_Semiarido_Dummy0,fabeofi,densidade_buffer_real_1920,densidade_buffer_sintetica_1920,-32.82867131568092,19.365347377518912,-1.6952275978168863,0.09100196543951,22.809922141539108,340,*,-32.8287*
1858,Nao_Semiarido_Dummy0,pct_casaneg,densidade_buffer_real_1858,densidade_buffer_sintetica_1858,2.2646490074610277e-4,0.0010837853969341302,0.20895732807134948,0.834602077038057,144236.22901690056,374,,+0.0002
1860,Nao_Semiarido_Dummy0,pct_casaneg,densidade_buffer_real_1860,densidade_buffer_sintetica_1860,-4.3237502121442554e-4,0.004486754329527928,-0.09636699258724907,0.9232842607693957,488.2402462402993,371,,-0.0004
1862,Nao_Semiarido_Dummy0,pct_casaneg,densidade_buffer_real_1862,densidade_buffer_sintetica_1862,-4.3376051402578065e-4,0.005255522851505261,-0.08253422661867889,0.9342692174999019,33.26158178188841,370,,-0.0004
1863,Nao_Semiarido_Dummy0,pct_casaneg,densidade_buffer_real_1863,densidade_buffer_sintetica_1863,-5.08167278125812e-4,0.006377143596916998,-0.07968571985292651,0.9365330202692022,14.615155022770196,369,,-0.0005
1873,Nao_Semiarido_Dummy0,pct_casaneg,densidade_buffer_real_1873,densidade_buffer_sintetica_1873,-5.478315327227925e-4,0.0063903066233812235,-0.08572852055617405,0.9317316721767216,14.570856982145978,368,,-0.0005
1875,Nao_Semiarido_Dummy0,pct_casaneg,densidade_buffer_real_1875,densidade_buffer_sintetica_1875,-3.879364401303905e-4,0.006419825954584346,-0.06042787497274255,0.9518498470757859,13.921459161508592,366,,-0.0004
1876,Nao_Semiarido_Dummy0,pct_casaneg,densidade_buffer_real_1876,densidade_buffer_sintetica_1876,-3.808186783222269e-4,0.006428963063321204,-0.05923485242820727,0.9527994454688933,13.848690649357835,365,,-0.0004
1880,Nao_Semiarido_Dummy0,pct_casaneg,densidade_buffer_real_1880,densidade_buffer_sintetica_1880,-4.319894682204726e-4,0.006958095778659382,-0.06208443832368518,0.9505315411852429,8.090401528647742,366,,-0.0004
1881,Nao_Semiarido_Dummy0,pct_casaneg,densidade_buffer_real_1881,densidade_buffer_sintetica_1881,2.6427441879001016e-4,0.003919336849376974,0.06742835049557422,0.9462803339112881,12.164797669472307,361,,+0.0003
1882,Nao_Semiarido_Dummy0,pct_casaneg,densidade_buffer_real_1882,densidade_buffer_sintetica_1882,-0.001983520736039442,0.003838778759514537,-0.5167061871235017,0.6056971996361008,15.131405861880763,361,,-0.0020
1883,Nao_Semiarido_Dummy0,pct_casaneg,densidade_buffer_real_1883,densidade_buffer_sintetica_1883,-6.247552054178755e-4,0.0017990428885127391,-0.3472708790919142,0.7286045979894973,30.98283219418922,358,,-0.0006
1884,Nao_Semiarido_Dummy0,pct_casaneg,densidade_buffer_real_1884,densidade_buffer_sintetica_1884,0.00110919842803528,9.534557685876152e-4,1.1633454477687744,0.24551486374093984,76.74366591445704,357,,+0.0011
1885,Nao_Semiarido_Dummy0,pct_casaneg,densidade_buffer_real_1885,densidade_buffer_sintetica_1885,0.0012526060775364144,0.0010519015273335198,1.190801652994709,0.234572028997685,58.86906281703704,357,,+0.0013
1886,Nao_Semiarido_Dummy0,pct_casaneg,densidade_buffer_real_1886,densidade_buffer_sintetica_1886,0.0012479780960647849,0.0010467728754457466,1.1922147825366216,0.2340183594488721,57.30449452648275,357,,+0.0012
1887,Nao_Semiarido_Dummy0,pct_casaneg,densidade_buffer_real_1887,densidade_buffer_sintetica_1887,9.043124121777767e-4,0.0010722031184987348,0.8434152042422397,0.39959629624169835,58.47785540298075,357,,+0.0009
1888,Nao_Semiarido_Dummy0,pct_casaneg,densidade_buffer_real_1888,densidade_buffer_sintetica_1888,9.043150613334129e-4,0.001072202060564931,0.8434185071953132,0.3995944522657596,58.4779721985202,357,,+0.0009
1891,Nao_Semiarido_Dummy0,pct_casaneg,densidade_buffer_real_1891,densidade_buffer_sintetica_1891,9.043150613334129e-4,0.001072202060564931,0.8434185071953132,0.3995944522657596,58.4779721985202,357,,+0.0009
1892,Nao_Semiarido_Dummy0,pct_casaneg,densidade_buffer_real_1892,densidade_buffer_sintetica_1892,8.957884953043453e-4,0.0010879473367369633,0.8233748684849468,0.4108788644409892,53.50129616404795,357,,+0.0009
1894,Nao_Semiarido_Dummy0,pct_casaneg,densidade_buffer_real_1894,densidade_buffer_sintetica_1894,-7.404911442705404e-5,9.475809084710482e-4,-0.07814542670191048,0.937758888060458,51.66027872188933,357,,-0.0001
